ghg_category,method,type,subtype,name,description,unit,total_co2_kg,source,source_year
investments,financed-project-average-data-method,goods,Manufacturing|Wood Product Manufacturing|Other Wood Product Manufacturing,"Cut Stock, Resawing Lumber, and Planing",,usd,"0,187",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Wood Product Manufacturing|Other Wood Product Manufacturing,Wood Container and Pallet Manufacturing,,usd,"0,200",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Wood Product Manufacturing|Other Wood Product Manufacturing,All Other Miscellaneous Wood Product Manufacturing,,usd,"0,200",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Paper Manufacturing|Pulp, Paper, and Paperboard Mills",Pulp Mills,,usd,"0,957",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Paper Manufacturing|Pulp, Paper, and Paperboard Mills",Paper (except Newsprint) Mills,,usd,"0,737",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Paper Manufacturing|Pulp, Paper, and Paperboard Mills",Newsprint Mills,,usd,"0,737",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Paper Manufacturing|Pulp, Paper, and Paperboard Mills",Paperboard Mills,,usd,"0,803",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Paper Manufacturing|Converted Paper Product Manufacturing,Corrugated and Solid Fiber Box Manufacturing,,usd,"0,490",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Paper Manufacturing|Converted Paper Product Manufacturing,Folding Paperboard Box Manufacturing,,usd,"0,490",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Paper Manufacturing|Converted Paper Product Manufacturing,Other Paperboard Container Manufacturing,,usd,"0,490",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Paper Manufacturing|Converted Paper Product Manufacturing,Paper Bag and Coated and Treated Paper Manufacturing,,usd,"0,522",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Paper Manufacturing|Converted Paper Product Manufacturing,Stationery Product Manufacturing,,usd,"0,418",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Paper Manufacturing|Converted Paper Product Manufacturing,Sanitary Paper Product Manufacturing,,usd,"0,411",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Paper Manufacturing|Converted Paper Product Manufacturing,All Other Converted Paper Product Manufacturing,,usd,"0,463",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Printing and Related Support Activities|Printing and Related Support Activities,Commercial Printing (except Screen and Books),,usd,"0,347",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Printing and Related Support Activities|Printing and Related Support Activities,Commercial Screen Printing,,usd,"0,347",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Printing and Related Support Activities|Printing and Related Support Activities,Books Printing,,usd,"0,347",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Printing and Related Support Activities|Printing and Related Support Activities,Support Activites for Printing,,usd,"0,286",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Petroleum and Coal Products Manufacturing|Petroleum and Coal Products Manufacturing,Petroleum Lubricating Oil and Grease Manufacturing,,usd,"0,848",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Petroleum and Coal Products Manufacturing|Petroleum and Coal Products Manufacturing,All Other Petroleum and Coal Products Manufacturing,,usd,"0,848",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Basic Chemical Manufacturing,Petrochemical Manufacturing,,usd,"1,197",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Basic Chemical Manufacturing,Industrial Gas Manufacturing,,usd,"1,450",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Basic Chemical Manufacturing,Synthetic Dye and Pigment Manufacturing,,usd,"1,382",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Basic Chemical Manufacturing,Other Basic Inorganic Chemical Manufacturing,,usd,"1,117",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Basic Chemical Manufacturing,Ethyl Alcohol Manufacturing,,usd,"1,510",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Basic Chemical Manufacturing,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",,usd,"1,510",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Basic Chemical Manufacturing,All Other Basic Organic Chemical Manufacturing,,usd,"1,510",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Chemical Manufacturing|Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",Plastics Material and Resin Manufacturing,,usd,"1,076",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Chemical Manufacturing|Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",Synthetic Rubber Manufacturing,,usd,"1,136",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Chemical Manufacturing|Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",Artificial and Synthetic Fibers and Filaments Manufacturing,,usd,"1,136",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Chemical Manufacturing|Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Nitrogenous Fertilizer Manufacturing,,usd,"2,115",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Chemical Manufacturing|Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Phosphatic Fertilizer Manufacturing,,usd,"2,115",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Chemical Manufacturing|Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Fertilizer (Mixing Only) Manufacturing,,usd,"2,115",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Chemical Manufacturing|Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Pesticide and Other Agricultural Chemical Manufacturing,,usd,"0,547",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Pharmaceutical and Medicine Manufacturing,Medicinal and Botanical Manufacturing,,usd,"0,260",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Pharmaceutical and Medicine Manufacturing,Pharmaceutical Preparation Manufacturing,,usd,"0,107",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Pharmaceutical and Medicine Manufacturing,In-Vitro Diagnostic Substance Manufacturing,,usd,"0,143",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Pharmaceutical and Medicine Manufacturing,Biological Product (except Diagnostic) Manufacturing,,usd,"0,085",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Chemical Manufacturing|Paint, Coating, and Adhesive Manufacturing",Paint and Coating Manufacturing,,usd,"0,469",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Chemical Manufacturing|Paint, Coating, and Adhesive Manufacturing",Adhesive Manufacturing,,usd,"0,714",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Chemical Manufacturing|Soap, Cleaning Compound, and Toilet Preparation Manufacturing",Soap and Other Detergent Manufacturing,,usd,"0,405",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Chemical Manufacturing|Soap, Cleaning Compound, and Toilet Preparation Manufacturing",Polish and Other Sanitation Good Manufacturing,,usd,"0,405",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Chemical Manufacturing|Soap, Cleaning Compound, and Toilet Preparation Manufacturing",Surface Active Agent Manufacturing,,usd,"0,405",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Chemical Manufacturing|Soap, Cleaning Compound, and Toilet Preparation Manufacturing",Toilet Preparation Manufacturing,,usd,"0,199",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Other Chemical Product and Preparation Manufacturing,Printing Ink Manufacturing,,usd,"0,784",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Other Chemical Product and Preparation Manufacturing,Explosives Manufacturing,,usd,"0,567",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Other Chemical Product and Preparation Manufacturing,Custom Compounding of Purchased Resins,,usd,"0,567",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Other Chemical Product and Preparation Manufacturing,"Photographic Film, Paper, Plate, and Chemical Manufacturing",,usd,"0,567",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Chemical Manufacturing|Other Chemical Product and Preparation Manufacturing,All Other Miscellaneous Chemical Product and Preparation Manufacturing,,usd,"0,567",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Plastics Product Manufacturing,Plastics Bag and Pouch Manufacturing,,usd,"0,608",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Plastics Product Manufacturing,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,,usd,"0,608",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Plastics Product Manufacturing,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,,usd,"0,608",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Plastics Product Manufacturing,Unlaminated Plastics Profile Shape Manufacturing,,usd,"0,434",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Plastics Product Manufacturing,Plastics Pipe and Pipe Fitting Manufacturing,,usd,"0,434",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Plastics Product Manufacturing,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",,usd,"0,497",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Plastics Product Manufacturing,Polystyrene Foam Product Manufacturing,,usd,"0,347",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Plastics Product Manufacturing,Urethane and Other Foam Product (except Polystyrene) Manufacturing,,usd,"0,399",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Plastics Product Manufacturing,Plastics Bottle Manufacturing,,usd,"0,783",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Plastics Product Manufacturing,Plastics Plumbing Fixture Manufacturing,,usd,"0,403",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Plastics Product Manufacturing,All Other Plastics Product Manufacturing,,usd,"0,403",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Rubber Product Manufacturing,Tire Manufacturing (except Retreading),,usd,"0,430",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Rubber Product Manufacturing,Tire Retreading,,usd,"0,430",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Rubber Product Manufacturing,Rubber and Plastics Hoses and Belting Manufacturing,,usd,"0,335",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Rubber Product Manufacturing,Rubber Product Manufacturing for Mechanical Use,,usd,"0,471",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Plastics and Rubber Products Manufacturing|Rubber Product Manufacturing,All Other Rubber Product Manufacturing,,usd,"0,471",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Clay Product and Refractory Manufacturing,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",,usd,"0,398",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Clay Product and Refractory Manufacturing,Clay Building Material and Refractories Manufacturing,,usd,"0,398",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Glass and Glass Product Manufacturing,Flat Glass Manufacturing,,usd,"0,490",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Glass and Glass Product Manufacturing,Other Pressed and Blown Glass and Glassware Manufacturing,,usd,"0,490",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Glass and Glass Product Manufacturing,Glass Container Manufacturing,,usd,"0,490",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Glass and Glass Product Manufacturing,Glass Product Manufacturing Made of Purchased Glass,,usd,"0,490",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Cement and Concrete Product Manufacturing,Cement Manufacturing,,usd,"3,858",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Cement and Concrete Product Manufacturing,Ready-Mix Concrete Manufacturing,,usd,"0,687",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Cement and Concrete Product Manufacturing,Concrete Block and Brick Manufacturing,,usd,"0,371",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Cement and Concrete Product Manufacturing,Concrete Pipe Manufacturing,,usd,"0,371",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Cement and Concrete Product Manufacturing,Other Concrete Product Manufacturing,,usd,"0,365",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Lime and Gypsum Product Manufacturing,Lime Manufacturing,,usd,"1,714",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Lime and Gypsum Product Manufacturing,Gypsum Product Manufacturing,,usd,"1,714",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Other Nonmetallic Mineral Product Manufacturing,Abrasive Product Manufacturing,,usd,"0,244",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Other Nonmetallic Mineral Product Manufacturing,Cut Stone and Stone Product Manufacturing,,usd,"0,296",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Other Nonmetallic Mineral Product Manufacturing,Ground or Treated Mineral and Earth Manufacturing,,usd,"0,496",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Other Nonmetallic Mineral Product Manufacturing,Mineral Wool Manufacturing,,usd,"0,450",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Nonmetallic Mineral Product Manufacturing|Other Nonmetallic Mineral Product Manufacturing,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,,usd,"0,644",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Iron and Steel Mills and Ferroalloy Manufacturing,Iron and Steel Mills and Ferroalloy Manufacturing,,usd,"0,979",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Steel Product Manufacturing from Purchased Steel,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,,usd,"0,549",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Steel Product Manufacturing from Purchased Steel,Rolled Steel Shape Manufacturing,,usd,"0,549",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Steel Product Manufacturing from Purchased Steel,Steel Wire Drawing,,usd,"0,549",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Alumina and Aluminum Production and Processing,Alumina Refining and Primary Aluminum Production,,usd,"1,410",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Alumina and Aluminum Production and Processing,"Aluminum Sheet, Plate, and Foil Manufacturing",,usd,"0,869",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Alumina and Aluminum Production and Processing,"Other Aluminum Rolling, Drawing, and Extruding",,usd,"0,869",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Nonferrous Metal (except Aluminum) Production and Processing,Nonferrous Metal (except Aluminum) Smelting and Refining,,usd,"0,695",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Nonferrous Metal (except Aluminum) Production and Processing,"Copper Rolling, Drawing, Extruding, and Alloying",,usd,"0,537",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Nonferrous Metal (except Aluminum) Production and Processing,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",,usd,"0,640",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Nonferrous Metal (except Aluminum) Production and Processing,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",,usd,"0,640",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Foundries,Iron Foundries,,usd,"0,446",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Foundries,Steel Investment Foundries,,usd,"0,446",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Foundries,Steel Foundries (except Investment),,usd,"0,446",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Foundries,Nonferrous Metal Die-Casting Foundries,,usd,"0,619",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Foundries,Aluminum Foundries (except Die-Casting),,usd,"0,619",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Primary Metal Manufacturing|Foundries,Other Nonferrous Metal Foundries (except Die-Casting),,usd,"0,619",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Forging and Stamping,Iron and Steel Forging,,usd,"0,641",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Forging and Stamping,Nonferrous Forging,,usd,"0,641",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Forging and Stamping,Custom Roll Forming,,usd,"0,673",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Forging and Stamping,Powder Metallurgy Part Manufacturing,,usd,"0,641",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Forging and Stamping,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,usd,"0,406",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Cutlery and Handtool Manufacturing,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",,usd,"0,240",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Cutlery and Handtool Manufacturing,Saw Blade and Handtool Manufacturing,,usd,"0,240",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Spring and Wire Product Manufacturing,Spring Manufacturing,,usd,"0,372",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Fabricated Metal Product Manufacturing|Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",Machine Shops,,usd,"0,314",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Fabricated Metal Product Manufacturing|Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing","Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,usd,"0,332",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Fabricated Metal Product Manufacturing|Coating, Engraving, Heat Treating, and Allied Activities",Metal Heat Treating,,usd,"0,526",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Fabricated Metal Product Manufacturing|Coating, Engraving, Heat Treating, and Allied Activities","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",,usd,"0,526",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Fabricated Metal Product Manufacturing|Coating, Engraving, Heat Treating, and Allied Activities","Electroplating, Plating, Polishing, Anodizing, and Coloring",,usd,"0,526",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Industrial Valve Manufacturing,,usd,"0,240",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Fluid Power Valve and Hose Fitting Manufacturing,,usd,"0,240",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Plumbing Fixture Fitting and Trim Manufacturing,,usd,"0,193",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Other Metal Valve and Pipe Fitting Manufacturing,,usd,"0,240",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Ball and Roller Bearing Manufacturing,,usd,"0,277",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Small Arms Ammunition Manufacturing,,usd,"0,194",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Ammunition (except Small Arms) Manufacturing,,usd,"0,194",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",,usd,"0,194",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Fabricated Pipe and Pipe Fitting Manufacturing,,usd,"0,365",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,All Other Miscellaneous Fabricated Metal Product Manufacturing,,usd,"0,320",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Communications Equipment Manufacturing,Telephone Apparatus Manufacturing,,usd,"0,201",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Communications Equipment Manufacturing,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,usd,"0,215",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Communications Equipment Manufacturing,Other Communications Equipment Manufacturing,,usd,"0,114",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Semiconductor and Other Electronic Component Manufacturing,Bare Printed Circuit Board Manufacturing,,usd,"0,167",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Related Device Manufacturing,,usd,"0,269",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Semiconductor and Other Electronic Component Manufacturing,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",,usd,"0,167",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Semiconductor and Other Electronic Component Manufacturing,Electronic Connector Manufacturing,,usd,"0,167",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Semiconductor and Other Electronic Component Manufacturing,Printed Circuit Assembly (Electronic Assembly) Manufacturing,,usd,"0,158",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Semiconductor and Other Electronic Component Manufacturing,Other Electronic Component Manufacturing,,usd,"0,167",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Computer and Electronic Product Manufacturing|Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,usd,"0,060",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Computer and Electronic Product Manufacturing|Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",,usd,"0,137",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Computer and Electronic Product Manufacturing|Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,usd,"0,115",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Computer and Electronic Product Manufacturing|Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Totalizing Fluid Meter and Counting Device Manufacturing,,usd,"0,072",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Computer and Electronic Product Manufacturing|Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,usd,"0,116",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Computer and Electronic Product Manufacturing|Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Analytical Laboratory Instrument Manufacturing,,usd,"0,093",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Manufacturing and Reproducing Magnetic and Optical Media,Blank Magnetic and Optical Recording Media Manufacturing,,usd,"0,134",U.S EPA,2021
investments,financed-project-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Manufacturing and Reproducing Magnetic and Optical Media,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",,usd,"0,134",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Electrical Equipment, Appliance, and Component Manufacturing|Electric Lighting Equipment Manufacturing",Electric Lamp Bulb and Part Manufacturing,,usd,"0,435",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Electrical Equipment, Appliance, and Component Manufacturing|Electrical Equipment Manufacturing","Power, Distribution, and Specialty Transformer Manufacturing",,usd,"0,280",U.S EPA,2021
investments,financed-project-average-data-method,goods,"Manufacturing|Electrical Equipment, Appliance, and Component Manufacturing|Electrical Equipment Manufacturing",Switchgear and Switchboard Apparatus Manufacturing,,usd,"0,240",U.S EPA,2021
