ghg_category,method,type,subtype,name,description,unit,total_co2_kg,source,source_year
investments,equity-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Forging and Stamping,Powder Metallurgy Part Manufacturing,,usd,"0,641",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Forging and Stamping,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,usd,"0,406",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Cutlery and Handtool Manufacturing,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",,usd,"0,240",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Cutlery and Handtool Manufacturing,Saw Blade and Handtool Manufacturing,,usd,"0,240",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Spring and Wire Product Manufacturing,Spring Manufacturing,,usd,"0,372",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Fabricated Metal Product Manufacturing|Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",Machine Shops,,usd,"0,314",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Fabricated Metal Product Manufacturing|Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing","Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,usd,"0,332",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Fabricated Metal Product Manufacturing|Coating, Engraving, Heat Treating, and Allied Activities",Metal Heat Treating,,usd,"0,526",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Fabricated Metal Product Manufacturing|Coating, Engraving, Heat Treating, and Allied Activities","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",,usd,"0,526",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Fabricated Metal Product Manufacturing|Coating, Engraving, Heat Treating, and Allied Activities","Electroplating, Plating, Polishing, Anodizing, and Coloring",,usd,"0,526",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Industrial Valve Manufacturing,,usd,"0,240",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Fluid Power Valve and Hose Fitting Manufacturing,,usd,"0,240",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Plumbing Fixture Fitting and Trim Manufacturing,,usd,"0,193",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Other Metal Valve and Pipe Fitting Manufacturing,,usd,"0,240",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Ball and Roller Bearing Manufacturing,,usd,"0,277",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Small Arms Ammunition Manufacturing,,usd,"0,194",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Ammunition (except Small Arms) Manufacturing,,usd,"0,194",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",,usd,"0,194",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,Fabricated Pipe and Pipe Fitting Manufacturing,,usd,"0,365",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Fabricated Metal Product Manufacturing|Other Fabricated Metal Product Manufacturing,All Other Miscellaneous Fabricated Metal Product Manufacturing,,usd,"0,320",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Communications Equipment Manufacturing,Telephone Apparatus Manufacturing,,usd,"0,201",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Communications Equipment Manufacturing,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,usd,"0,215",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Communications Equipment Manufacturing,Other Communications Equipment Manufacturing,,usd,"0,114",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Semiconductor and Other Electronic Component Manufacturing,Bare Printed Circuit Board Manufacturing,,usd,"0,167",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Related Device Manufacturing,,usd,"0,269",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Semiconductor and Other Electronic Component Manufacturing,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",,usd,"0,167",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Semiconductor and Other Electronic Component Manufacturing,Electronic Connector Manufacturing,,usd,"0,167",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Semiconductor and Other Electronic Component Manufacturing,Printed Circuit Assembly (Electronic Assembly) Manufacturing,,usd,"0,158",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Semiconductor and Other Electronic Component Manufacturing,Other Electronic Component Manufacturing,,usd,"0,167",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Computer and Electronic Product Manufacturing|Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,usd,"0,060",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Computer and Electronic Product Manufacturing|Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",,usd,"0,137",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Computer and Electronic Product Manufacturing|Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,usd,"0,115",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Computer and Electronic Product Manufacturing|Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Totalizing Fluid Meter and Counting Device Manufacturing,,usd,"0,072",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Computer and Electronic Product Manufacturing|Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,usd,"0,116",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Computer and Electronic Product Manufacturing|Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Analytical Laboratory Instrument Manufacturing,,usd,"0,093",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Manufacturing and Reproducing Magnetic and Optical Media,Blank Magnetic and Optical Recording Media Manufacturing,,usd,"0,134",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Computer and Electronic Product Manufacturing|Manufacturing and Reproducing Magnetic and Optical Media,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",,usd,"0,134",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Electrical Equipment, Appliance, and Component Manufacturing|Electric Lighting Equipment Manufacturing",Electric Lamp Bulb and Part Manufacturing,,usd,"0,435",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Electrical Equipment, Appliance, and Component Manufacturing|Electrical Equipment Manufacturing","Power, Distribution, and Specialty Transformer Manufacturing",,usd,"0,280",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Electrical Equipment, Appliance, and Component Manufacturing|Electrical Equipment Manufacturing",Switchgear and Switchboard Apparatus Manufacturing,,usd,"0,240",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Electrical Equipment, Appliance, and Component Manufacturing|Electrical Equipment Manufacturing",Relay and Industrial Control Manufacturing,,usd,"0,153",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Electrical Equipment, Appliance, and Component Manufacturing|Other Electrical Equipment and Component Manufacturing",Storage Battery Manufacturing,,usd,"0,314",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Electrical Equipment, Appliance, and Component Manufacturing|Other Electrical Equipment and Component Manufacturing",Primary Battery Manufacturing,,usd,"0,227",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Electrical Equipment, Appliance, and Component Manufacturing|Other Electrical Equipment and Component Manufacturing",Fiber Optic Cable Manufacturing,,usd,"0,359",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Electrical Equipment, Appliance, and Component Manufacturing|Other Electrical Equipment and Component Manufacturing",Other Communication and Energy Wire Manufacturing,,usd,"0,359",U.S EPA,2021
investments,equity-average-data-method,goods,"Manufacturing|Electrical Equipment, Appliance, and Component Manufacturing|Other Electrical Equipment and Component Manufacturing",Carbon and Graphite Product Manufacturing,,usd,"0,495",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Transportation Equipment Manufacturing|Motor Vehicle Body and Trailer Manufacturing,Motor Vehicle Body Manufacturing,,usd,"0,247",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Transportation Equipment Manufacturing|Motor Vehicle Parts Manufacturing,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,,usd,"0,346",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Transportation Equipment Manufacturing|Motor Vehicle Parts Manufacturing,Motor Vehicle Electrical and Electronic Equipment Manufacturing,,usd,"0,285",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Transportation Equipment Manufacturing|Motor Vehicle Parts Manufacturing,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,,usd,"0,392",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Transportation Equipment Manufacturing|Motor Vehicle Parts Manufacturing,Motor Vehicle Brake System Manufacturing,,usd,"0,392",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Transportation Equipment Manufacturing|Motor Vehicle Parts Manufacturing,Motor Vehicle Transmission and Power Train Parts Manufacturing,,usd,"0,391",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Transportation Equipment Manufacturing|Motor Vehicle Parts Manufacturing,Motor Vehicle Seating and Interior Trim Manufacturing,,usd,"0,394",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Transportation Equipment Manufacturing|Motor Vehicle Parts Manufacturing,Motor Vehicle Metal Stamping,,usd,"0,708",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Transportation Equipment Manufacturing|Motor Vehicle Parts Manufacturing,Other Motor Vehicle Parts Manufacturing,,usd,"0,395",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Transportation Equipment Manufacturing|Aerospace Product and Parts Manufacturing,Aircraft Engine and Engine Parts Manufacturing,,usd,"0,114",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Transportation Equipment Manufacturing|Aerospace Product and Parts Manufacturing,Other Aircraft Parts and Auxiliary Equipment Manufacturing,,usd,"0,215",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Transportation Equipment Manufacturing|Aerospace Product and Parts Manufacturing,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,,usd,"0,146",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Transportation Equipment Manufacturing|Aerospace Product and Parts Manufacturing,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,,usd,"0,146",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Miscellaneous Manufacturing|Other Miscellaneous Manufacturing,Jewelry and Silverware Manufacturing,,usd,"0,156",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Miscellaneous Manufacturing|Other Miscellaneous Manufacturing,Sporting and Athletic Goods Manufacturing,,usd,"0,228",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Miscellaneous Manufacturing|Other Miscellaneous Manufacturing,"Doll, Toy, and Game Manufacturing",,usd,"0,187",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Miscellaneous Manufacturing|Other Miscellaneous Manufacturing,Office Supplies (except Paper) Manufacturing,,usd,"0,292",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Miscellaneous Manufacturing|Other Miscellaneous Manufacturing,Sign Manufacturing,,usd,"0,320",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Miscellaneous Manufacturing|Other Miscellaneous Manufacturing,"Gasket, Packing, and Sealing Device Manufacturing",,usd,"0,225",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Miscellaneous Manufacturing|Other Miscellaneous Manufacturing,Musical Instrument Manufacturing,,usd,"0,225",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Miscellaneous Manufacturing|Other Miscellaneous Manufacturing,"Fastener, Button, Needle, and Pin Manufacturing",,usd,"0,225",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Miscellaneous Manufacturing|Other Miscellaneous Manufacturing,"Broom, Brush, and Mop Manufacturing",,usd,"0,225",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Miscellaneous Manufacturing|Other Miscellaneous Manufacturing,Burial Casket Manufacturing,,usd,"0,225",U.S EPA,2021
investments,equity-average-data-method,goods,Manufacturing|Miscellaneous Manufacturing|Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing,,usd,"0,225",U.S EPA,2021
investments,equity-average-data-method,services,"Agriculture, Forestry, Fishing, And Hunting|Support Activities for Agriculture and Forestry|Support activities for agriculture and forestry",Cotton Ginning,,usd,"0,591",U.S EPA,2021
investments,equity-average-data-method,services,"Agriculture, Forestry, Fishing, And Hunting|Support Activities for Agriculture and Forestry|Support activities for agriculture and forestry","Soil Preparation, Planting, and Cultivating",,usd,"0,591",U.S EPA,2021
investments,equity-average-data-method,services,"Agriculture, Forestry, Fishing, And Hunting|Support Activities for Agriculture and Forestry|Support activities for agriculture and forestry","Crop Harvesting, Primarily by Machine",,usd,"0,591",U.S EPA,2021
investments,equity-average-data-method,services,"Agriculture, Forestry, Fishing, And Hunting|Support Activities for Agriculture and Forestry|Support activities for agriculture and forestry",Postharvest Crop Activities (except Cotton Ginning),,usd,"0,591",U.S EPA,2021
investments,equity-average-data-method,services,"Agriculture, Forestry, Fishing, And Hunting|Support Activities for Agriculture and Forestry|Support activities for agriculture and forestry",Farm Labor Contractors and Crew Leaders,,usd,"0,591",U.S EPA,2021
investments,equity-average-data-method,services,"Agriculture, Forestry, Fishing, And Hunting|Support Activities for Agriculture and Forestry|Support activities for agriculture and forestry",Farm Management Services,,usd,"0,591",U.S EPA,2021
investments,equity-average-data-method,services,"Agriculture, Forestry, Fishing, And Hunting|Support Activities for Agriculture and Forestry|Support activities for agriculture and forestry",Support Activities for Animal Production,,usd,"0,591",U.S EPA,2021
investments,equity-average-data-method,services,"Agriculture, Forestry, Fishing, And Hunting|Support Activities for Agriculture and Forestry|Support activities for agriculture and forestry",Support Activities for Forestry,,usd,"0,591",U.S EPA,2021
investments,equity-average-data-method,services,Mining|Support activities for mining|Other support activities for mining,Support Activities for Metal Mining,,usd,"0,510",U.S EPA,2021
investments,equity-average-data-method,services,Mining|Support activities for mining|Other support activities for mining,Support Activities for Nonmetallic Minerals (except Fuels) Mining,,usd,"0,510",U.S EPA,2021
investments,equity-average-data-method,services,"Utilities|Natural gas distribution and water, sewage and other systems|Water, sewage and other systems",Water Supply and Irrigation Systems,,usd,"0,652",U.S EPA,2021
investments,equity-average-data-method,services,Utilities|Steam and Air-Conditioning Supply|Steam and Air-Conditioning Supply,Steam and Air-Conditioning Supply,,usd,"0,652",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Motor Vehicle and Parts Dealers|Automobile Dealers,New Car Dealers,,usd,"0,104",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Motor Vehicle and Parts Dealers|Automobile Dealers,Used Car Dealers,,usd,"0,104",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Motor Vehicle and Parts Dealers|Other Motor Vehicle Dealers,Recreational Vehicle Dealers,,usd,"0,104",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Motor Vehicle and Parts Dealers|Other Motor Vehicle Dealers,Boat Dealers,,usd,"0,104",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Motor Vehicle and Parts Dealers|Other Motor Vehicle Dealers,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",,usd,"0,104",U.S EPA,2021
investments,equity-average-data-method,services,"Retail Trade|Motor Vehicle and Parts Dealers|Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,,usd,"0,104",U.S EPA,2021
investments,equity-average-data-method,services,"Retail Trade|Motor Vehicle and Parts Dealers|Automotive Parts, Accessories, and Tire Stores",Tire Dealers,,usd,"0,104",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Furniture and Home Furnishings Stores|Furniture Stores,Furniture Stores,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Furniture and Home Furnishings Stores|Home Furnishings Stores,Floor Covering Stores,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Furniture and Home Furnishings Stores|Home Furnishings Stores,Window Treatment Stores,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Furniture and Home Furnishings Stores|Home Furnishings Stores,All Other Home Furnishings Stores,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Electronics and Appliance Stores|Electronics and Appliance Stores,Household Appliance Stores,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Electronics and Appliance Stores|Electronics and Appliance Stores,Electronics Stores,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Building Material and Garden Equipment and Supplies Dealers|Building Material and Supplies Dealers,Home Centers,,usd,"0,101",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Building Material and Garden Equipment and Supplies Dealers|Building Material and Supplies Dealers,Paint and Wallpaper Stores,,usd,"0,101",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Building Material and Garden Equipment and Supplies Dealers|Building Material and Supplies Dealers,Hardware Stores,,usd,"0,101",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Building Material and Garden Equipment and Supplies Dealers|Building Material and Supplies Dealers,Other Building Material Dealers,,usd,"0,101",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Building Material and Garden Equipment and Supplies Dealers|Lawn and Garden Equipment and Supplies Stores,Outdoor Power Equipment Stores,,usd,"0,101",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Building Material and Garden Equipment and Supplies Dealers|Lawn and Garden Equipment and Supplies Stores,"Nursery, Garden Center, and Farm Supply Stores",,usd,"0,101",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Food and Beverage Stores|Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,,usd,"0,238",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Food and Beverage Stores|Grocery Stores,Convenience Stores,,usd,"0,238",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Food and Beverage Stores|Specialty Food Stores,Meat Markets,,usd,"0,238",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Food and Beverage Stores|Specialty Food Stores,Fish and Seafood Markets,,usd,"0,238",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Food and Beverage Stores|Specialty Food Stores,Fruit and Vegetable Markets,,usd,"0,238",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Food and Beverage Stores|Specialty Food Stores,Baked Goods Stores,,usd,"0,238",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Food and Beverage Stores|Specialty Food Stores,Confectionery and Nut Stores,,usd,"0,238",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Food and Beverage Stores|Specialty Food Stores,All Other Specialty Food Stores,,usd,"0,238",U.S EPA,2021
investments,equity-average-data-method,services,"Retail Trade|Food and Beverage Stores|Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",,usd,"0,238",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Health and Personal Care Stores|Health and Personal Care Stores,Pharmacies and Drug Stores,,usd,"0,151",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Health and Personal Care Stores|Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",,usd,"0,151",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Health and Personal Care Stores|Health and Personal Care Stores,Optical Goods Stores,,usd,"0,151",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Health and Personal Care Stores|Health and Personal Care Stores,Food (Health) Supplement Stores,,usd,"0,151",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Health and Personal Care Stores|Health and Personal Care Stores,All Other Health and Personal Care Stores,,usd,"0,151",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Gasoline Stations|Gasoline Stations,Gasoline Stations with Convenience Stores,,usd,"0,196",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Gasoline Stations|Gasoline Stations,Other Gasoline Stations,,usd,"0,196",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Clothing and Clothing Accessories Stores|Clothing Stores,Men's Clothing Stores,,usd,"0,204",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Clothing and Clothing Accessories Stores|Clothing Stores,Women's Clothing Stores,,usd,"0,204",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Clothing and Clothing Accessories Stores|Clothing Stores,Children's and Infants' Clothing Stores,,usd,"0,204",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Clothing and Clothing Accessories Stores|Clothing Stores,Family Clothing Stores,,usd,"0,204",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Clothing and Clothing Accessories Stores|Clothing Stores,Clothing Accessories Stores,,usd,"0,204",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Clothing and Clothing Accessories Stores|Clothing Stores,Other Clothing Stores,,usd,"0,204",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Clothing and Clothing Accessories Stores|Shoe Stores,Shoe Stores,,usd,"0,204",U.S EPA,2021
investments,equity-average-data-method,services,"Retail Trade|Clothing and Clothing Accessories Stores|Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,,usd,"0,204",U.S EPA,2021
investments,equity-average-data-method,services,"Retail Trade|Clothing and Clothing Accessories Stores|Jewelry, Luggage, and Leather Goods Stores",Luggage and Leather Goods Stores,,usd,"0,204",U.S EPA,2021
investments,equity-average-data-method,services,"Retail Trade|Sporting Goods, Hobby, Musical Instrument, and Book Stores|Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,"Retail Trade|Sporting Goods, Hobby, Musical Instrument, and Book Stores|Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores",,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,"Retail Trade|Sporting Goods, Hobby, Musical Instrument, and Book Stores|Sporting Goods, Hobby, and Musical Instrument Stores","Sewing, Needlework, and Piece Goods Stores",,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,"Retail Trade|Sporting Goods, Hobby, Musical Instrument, and Book Stores|Sporting Goods, Hobby, and Musical Instrument Stores",Musical Instrument and Supplies Stores,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,"Retail Trade|Sporting Goods, Hobby, Musical Instrument, and Book Stores|Book Stores and News Dealers",Book Stores,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,"Retail Trade|Sporting Goods, Hobby, Musical Instrument, and Book Stores|Book Stores and News Dealers",News Dealers and Newsstands,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|General Merchandise Stores|Department Stores,Department Stores,,usd,"0,194",U.S EPA,2021
investments,equity-average-data-method,services,"Retail Trade|General Merchandise Stores|General Merchandise Stores, including Warehouse Clubs and Supercenters",Warehouse Clubs and Supercenters,,usd,"0,194",U.S EPA,2021
investments,equity-average-data-method,services,"Retail Trade|General Merchandise Stores|General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,,usd,"0,194",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Miscellaneous Store Retailers|Florists,Florists,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,"Retail Trade|Miscellaneous Store Retailers|Office Supplies, Stationery, and Gift Stores",Office Supplies and Stationery Stores,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,"Retail Trade|Miscellaneous Store Retailers|Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores",,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Miscellaneous Store Retailers|Used Merchandise Stores,Used Merchandise Stores,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Miscellaneous Store Retailers|Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Miscellaneous Store Retailers|Other Miscellaneous Store Retailers,Art Dealers,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Miscellaneous Store Retailers|Other Miscellaneous Store Retailers,Manufactured (Mobile) Home Dealers,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Miscellaneous Store Retailers|Other Miscellaneous Store Retailers,Tobacco Stores,,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Miscellaneous Store Retailers|Other Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers (except Tobacco Stores),,usd,"0,163",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Nonstore Retailers|Electronic Shopping and Mail-Order Houses,Electronic Shopping and Mail-Order Houses,,usd,"0,091",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Nonstore Retailers|Vending Machine Operators,Vending Machine Operators,,usd,"0,091",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Nonstore Retailers|Direct Selling Establishments,Fuel Dealers,,usd,"0,091",U.S EPA,2021
investments,equity-average-data-method,services,Retail Trade|Nonstore Retailers|Direct Selling Establishments,Other Direct Selling Establishments,,usd,"0,091",U.S EPA,2021
investments,equity-average-data-method,services,Transportation And Warehousing|Support Activities for Transportation|Support Activities for Air Transportation,Air Traffic Control,,usd,"0,208",U.S EPA,2021
investments,equity-average-data-method,services,Transportation And Warehousing|Support Activities for Transportation|Support Activities for Air Transportation,Other Airport Operations,,usd,"0,208",U.S EPA,2021
investments,equity-average-data-method,services,Transportation And Warehousing|Support Activities for Transportation|Support Activities for Air Transportation,Other Support Activities for Air Transportation,,usd,"0,208",U.S EPA,2021
investments,equity-average-data-method,services,Transportation And Warehousing|Support Activities for Transportation|Support Activities for Rail Transportation,Support Activities for Rail Transportation,,usd,"0,208",U.S EPA,2021
